序号,服务,模块,端口,请求方法,接口路径,Controller,处理方法,接口说明,源码位置,映射注解行,处理方法行,映射注解
686,qdata-server,dpp,8080,GET,/dpp/etlTaskInstance/getTaskInfo/{id},DppEtlTaskInstanceController,getTaskInfo,根据任务实例id获取数据集成任务详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskInstanceController.java,199,200,@GetMapping
687,qdata-server,dpp,8080,POST,/dpp/etlTaskInstance/importData,DppEtlTaskInstanceController,importData,导入数据集成任务实例列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskInstanceController.java,93,94,@PostMapping
688,qdata-server,dpp,8080,GET,/dpp/etlTaskInstance/list,DppEtlTaskInstanceController,list,查询数据集成任务实例列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskInstanceController.java,70,71,@GetMapping
689,qdata-server,dpp,8080,GET,/dpp/etlTaskInstance/subNodeList,DppEtlTaskInstanceController,subNodelist,获取子任务列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskInstanceController.java,147,148,@GetMapping
690,qdata-server,dpp,8080,GET,/dpp/etlTaskInstance/treeList,DppEtlTaskInstanceController,treeList,获取数据集成任务实例列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskInstanceController.java,141,142,@GetMapping
691,qdata-server,dpp,8080,DELETE,/dpp/etlTaskInstance/{ids},DppEtlTaskInstanceController,remove,删除数据集成任务实例,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskInstanceController.java,135,136,@DeleteMapping
692,qdata-server,dpp,8080,GET,/dpp/etlTaskInstance/{id},DppEtlTaskInstanceController,getInfo,获取数据集成任务实例详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskInstanceController.java,104,105,@GetMapping
693,qdata-server,dpp,8080,POST,/dpp/etlTaskLog,DppEtlTaskLogController,add,新增数据集成任务-日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskLogController.java,106,107,@PostMapping
694,qdata-server,dpp,8080,PUT,/dpp/etlTaskLog,DppEtlTaskLogController,edit,修改数据集成任务-日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskLogController.java,117,118,@PutMapping
695,qdata-server,dpp,8080,POST,/dpp/etlTaskLog/export,DppEtlTaskLogController,export,导出数据集成任务-日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskLogController.java,75,76,@PostMapping
696,qdata-server,dpp,8080,POST,/dpp/etlTaskLog/importData,DppEtlTaskLogController,importData,导入数据集成任务-日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskLogController.java,86,87,@PostMapping
697,qdata-server,dpp,8080,GET,/dpp/etlTaskLog/list,DppEtlTaskLogController,list,查询数据集成任务-日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskLogController.java,66,67,@GetMapping
698,qdata-server,dpp,8080,DELETE,/dpp/etlTaskLog/{ids},DppEtlTaskLogController,remove,删除数据集成任务-日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskLogController.java,128,129,@DeleteMapping
699,qdata-server,dpp,8080,GET,/dpp/etlTaskLog/{id},DppEtlTaskLogController,getInfo,获取数据集成任务-日志详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskLogController.java,97,98,@GetMapping
700,qdata-server,dpp,8080,POST,/dpp/etlTaskNodeRel,DppEtlTaskNodeRelController,add,新增数据集成任务节点关系,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelController.java,106,107,@PostMapping
701,qdata-server,dpp,8080,PUT,/dpp/etlTaskNodeRel,DppEtlTaskNodeRelController,edit,修改数据集成任务节点关系,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelController.java,117,118,@PutMapping
702,qdata-server,dpp,8080,POST,/dpp/etlTaskNodeRel/export,DppEtlTaskNodeRelController,export,导出数据集成任务节点关系列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelController.java,75,76,@PostMapping
703,qdata-server,dpp,8080,POST,/dpp/etlTaskNodeRel/importData,DppEtlTaskNodeRelController,importData,导入数据集成任务节点关系列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelController.java,86,87,@PostMapping
704,qdata-server,dpp,8080,GET,/dpp/etlTaskNodeRel/list,DppEtlTaskNodeRelController,list,查询数据集成任务节点关系列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelController.java,66,67,@GetMapping
705,qdata-server,dpp,8080,DELETE,/dpp/etlTaskNodeRel/{ids},DppEtlTaskNodeRelController,remove,删除数据集成任务节点关系,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelController.java,128,129,@DeleteMapping
706,qdata-server,dpp,8080,GET,/dpp/etlTaskNodeRel/{id},DppEtlTaskNodeRelController,getInfo,获取数据集成任务节点关系详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelController.java,97,98,@GetMapping
707,qdata-server,dpp,8080,POST,/dpp/etlTaskNodeRelLog,DppEtlTaskNodeRelLogController,add,新增数据集成任务节点关系-日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelLogController.java,106,107,@PostMapping
708,qdata-server,dpp,8080,PUT,/dpp/etlTaskNodeRelLog,DppEtlTaskNodeRelLogController,edit,修改数据集成任务节点关系-日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelLogController.java,117,118,@PutMapping
709,qdata-server,dpp,8080,POST,/dpp/etlTaskNodeRelLog/export,DppEtlTaskNodeRelLogController,export,导出数据集成任务节点关系-日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelLogController.java,75,76,@PostMapping
710,qdata-server,dpp,8080,POST,/dpp/etlTaskNodeRelLog/importData,DppEtlTaskNodeRelLogController,importData,导入数据集成任务节点关系-日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelLogController.java,86,87,@PostMapping
711,qdata-server,dpp,8080,GET,/dpp/etlTaskNodeRelLog/list,DppEtlTaskNodeRelLogController,list,查询数据集成任务节点关系-日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelLogController.java,66,67,@GetMapping
712,qdata-server,dpp,8080,DELETE,/dpp/etlTaskNodeRelLog/{ids},DppEtlTaskNodeRelLogController,remove,删除数据集成任务节点关系-日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelLogController.java,128,129,@DeleteMapping
713,qdata-server,dpp,8080,GET,/dpp/etlTaskNodeRelLog/{id},DppEtlTaskNodeRelLogController,getInfo,获取数据集成任务节点关系-日志详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEtlTaskNodeRelLogController.java,97,98,@GetMapping
714,qdata-server,dpp,8080,POST,/dpp/evaluateLog,DppEvaluateLogController,add,新增评测规则结果,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,109,110,@PostMapping
715,qdata-server,dpp,8080,PUT,/dpp/evaluateLog,DppEvaluateLogController,edit,修改评测规则结果,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,120,121,@PutMapping
716,qdata-server,dpp,8080,POST,/dpp/evaluateLog/export,DppEvaluateLogController,export,导出评测规则结果列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,78,79,@PostMapping
717,qdata-server,dpp,8080,POST,/dpp/evaluateLog/importData,DppEvaluateLogController,importData,导入评测规则结果列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,89,90,@PostMapping
718,qdata-server,dpp,8080,GET,/dpp/evaluateLog/list,DppEvaluateLogController,list,查询评测规则结果列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,69,70,@GetMapping
719,qdata-server,dpp,8080,GET,/dpp/evaluateLog/pageErrorData,DppEvaluateLogController,pageErrorData,统计评测规则结果,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,156,157,@GetMapping
720,qdata-server,dpp,8080,GET,/dpp/evaluateLog/statisticsEvaluateOne/{id},DppEvaluateLogController,statisticsEvaluateOne,统计评测规则结果,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,137,138,@GetMapping
721,qdata-server,dpp,8080,GET,/dpp/evaluateLog/statisticsEvaluateTable/{id},DppEvaluateLogController,statisticsEvaluateTable,统计评测规则结果,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,150,151,@GetMapping
722,qdata-server,dpp,8080,GET,/dpp/evaluateLog/statisticsEvaluateTow,DppEvaluateLogController,statisticsEvaluateTow,统计评测规则结果,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,144,145,@GetMapping
723,qdata-server,dpp,8080,POST,/dpp/evaluateLog/updateErrorData,DppEvaluateLogController,updateErrorData,修改错误数据,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,161,162,@PostMapping
724,qdata-server,dpp,8080,DELETE,/dpp/evaluateLog/{ids},DppEvaluateLogController,remove,删除评测规则结果,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,131,132,@DeleteMapping
725,qdata-server,dpp,8080,GET,/dpp/evaluateLog/{id},DppEvaluateLogController,getInfo,获取评测规则结果详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppEvaluateLogController.java,100,101,@GetMapping
726,qdata-server,dpp,8080,POST,/dpp/qualityLog,DppQualityLogController,add,新增数据质量日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppQualityLogController.java,106,107,@PostMapping
727,qdata-server,dpp,8080,PUT,/dpp/qualityLog,DppQualityLogController,edit,修改数据质量日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppQualityLogController.java,116,117,@PutMapping
728,qdata-server,dpp,8080,POST,/dpp/qualityLog/export,DppQualityLogController,export,导出数据质量日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppQualityLogController.java,78,79,@PostMapping
729,qdata-server,dpp,8080,POST,/dpp/qualityLog/importData,DppQualityLogController,importData,导入数据质量日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppQualityLogController.java,88,89,@PostMapping
730,qdata-server,dpp,8080,GET,/dpp/qualityLog/list,DppQualityLogController,list,查询数据质量日志列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppQualityLogController.java,70,71,@GetMapping
731,qdata-server,dpp,8080,GET,/dpp/qualityLog/logDetailCat,DppQualityLogController,logDetailCat,删除数据质量日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppQualityLogController.java,132,134,@RequestMapping
732,qdata-server,dpp,8080,DELETE,/dpp/qualityLog/{ids},DppQualityLogController,remove,删除数据质量日志,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppQualityLogController.java,126,127,@DeleteMapping
733,qdata-server,dpp,8080,GET,/dpp/qualityLog/{id},DppQualityLogController,getInfo,获取数据质量日志详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/etl/DppQualityLogController.java,98,99,@GetMapping
734,qdata-server,dpp,8080,POST,/dpp/qualityTask,DppQualityTaskController,add,新增数据质量任务,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,109,110,@PostMapping
735,qdata-server,dpp,8080,PUT,/dpp/qualityTask,DppQualityTaskController,edit,修改数据质量任务,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,119,120,@PutMapping
736,qdata-server,dpp,8080,POST,/dpp/qualityTask/export,DppQualityTaskController,export,导出数据质量任务列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,74,75,@PostMapping
737,qdata-server,dpp,8080,GET,/dpp/qualityTask/getQualityTaskAsset,DppQualityTaskController,getQualityTaskAsset,获取数据质量任务详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,101,102,@GetMapping
738,qdata-server,dpp,8080,POST,/dpp/qualityTask/importData,DppQualityTaskController,importData,导入数据质量任务列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,84,85,@PostMapping
739,qdata-server,dpp,8080,GET,/dpp/qualityTask/list,DppQualityTaskController,list,查询数据质量任务列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,66,67,@GetMapping
740,qdata-server,dpp,8080,PUT,/dpp/qualityTask/startDppQualityTask/{id},DppQualityTaskController,startDaDiscoveryTask,修改数据质量任务,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,145,146,@PutMapping
741,qdata-server,dpp,8080,POST,/dpp/qualityTask/updateDaDiscoveryTaskCronExpression,DppQualityTaskController,updateDaDiscoveryTaskCronExpression,修改数据质量任务,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,153,154,@PostMapping
742,qdata-server,dpp,8080,POST,/dpp/qualityTask/updateDppQualityTaskStatus,DppQualityTaskController,updateDaDiscoveryTaskStatus,修改数据质量任务,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,136,137,@PostMapping
743,qdata-server,dpp,8080,DELETE,/dpp/qualityTask/{ids},DppQualityTaskController,remove,删除数据质量任务,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,129,130,@DeleteMapping
744,qdata-server,dpp,8080,GET,/dpp/qualityTask/{id},DppQualityTaskController,getInfo,获取数据质量任务详细信息,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskController.java,94,95,@GetMapping
745,qdata-server,dpp,8080,POST,/dpp/qualityTaskEvaluate,DppQualityTaskEvaluateController,add,新增数据质量任务-评测规则,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskEvaluateController.java,110,111,@PostMapping
746,qdata-server,dpp,8080,PUT,/dpp/qualityTaskEvaluate,DppQualityTaskEvaluateController,edit,修改数据质量任务-评测规则,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskEvaluateController.java,120,121,@PutMapping
747,qdata-server,dpp,8080,POST,/dpp/qualityTaskEvaluate/export,DppQualityTaskEvaluateController,export,导出数据质量任务-评测规则列表,qdata-module-dpp/qdata-module-dpp-biz/src/main/java/tech/qiantong/qdata/module/dpp/controller/admin/qa/DppQualityTaskEvaluateController.java,82,83,@PostMapping
